datetime,variable
05/03/2019 19:30,4528.753049
05/03/2019 19:40,4774.323897
05/03/2019 19:50,4695.08885
05/03/2019 20:00,4755.352848
05/03/2019 20:10,5209.282512
05/03/2019 20:20,5156.04076
05/03/2019 20:30,5405.484314
05/03/2019 20:40,5410.61274
05/03/2019 20:50,5664.833491
05/03/2019 21:00,5589.293171
05/03/2019 21:10,5811.999358
05/03/2019 21:20,5979.068521
05/03/2019 21:30,6339.216123
05/03/2019 21:40,6118.780785
05/03/2019 21:50,6410.908338
05/03/2019 22:00,6200.337905
05/03/2019 22:10,6379.496985
05/03/2019 22:20,6455.637614
05/03/2019 22:30,6487.342242
05/03/2019 22:40,6584.464106
05/03/2019 22:50,6377.163669
05/03/2019 23:00,6401.105224
05/03/2019 23:10,6389.679963
05/03/2019 23:20,6247.360135
05/03/2019 23:30,6201.316331
05/03/2019 23:40,5897.862292
05/03/2019 23:50,5610.605923
06/03/2019 00:00,3785.624834
06/03/2019 00:10,3898.273022
06/03/2019 00:20,4009.367059
06/03/2019 00:30,4134.645043
06/03/2019 00:40,4384.425901
06/03/2019 00:50,4412.117823
06/03/2019 01:00,4480.97881
06/03/2019 01:10,4320.886824
06/03/2019 01:20,4328.524675
06/03/2019 01:30,4653.680148
06/03/2019 01:40,4360.640442
06/03/2019 01:50,4366.727351
06/03/2019 02:00,4077.967237
06/03/2019 02:10,4350.935085
06/03/2019 02:20,4156.695795
06/03/2019 02:30,3927.345476
06/03/2019 02:40,3975.944875
06/03/2019 02:50,4051.310216
06/03/2019 03:00,3529.766471
06/03/2019 03:10,3664.772063
06/03/2019 03:20,3702.928092
06/03/2019 03:30,3634.365114
06/03/2019 03:40,3505.800525
06/03/2019 03:50,3380.279096
06/03/2019 04:00,3410.620262
06/03/2019 04:10,3149.39396
06/03/2019 04:20,3171.372641
06/03/2019 04:30,3043.510633
06/03/2019 04:40,2852.286394
06/03/2019 04:50,2717.370928
06/03/2019 05:00,2645.318906
06/03/2019 05:10,2604.224268
06/03/2019 05:20,2400.790818
06/03/2019 05:30,2455.032376
06/03/2019 05:40,2176.503549
06/03/2019 05:50,2076.720316
06/03/2019 06:00,1710.728481
06/03/2019 06:10,1592.479691
06/03/2019 06:20,1751.684676
06/03/2019 06:30,1416.780926
06/03/2019 06:40,1341.514935
06/03/2019 06:50,1203.923638
06/03/2019 07:00,1013.654707
06/03/2019 07:10,840.2276598
06/03/2019 07:20,417.0674461
06/03/2019 07:30,551.1227881
06/03/2019 07:40,619.3265317
06/03/2019 07:50,-55.95126325
06/03/2019 08:00,124.2053901
06/03/2019 08:10,63.49456268
06/03/2019 08:20,24.38431099
06/03/2019 08:30,-87.01545298
06/03/2019 08:40,-45.86510234
06/03/2019 08:50,-81.80004673
06/03/2019 09:00,118.1937739
06/03/2019 09:10,-67.45023309
06/03/2019 09:20,30.21387319
06/03/2019 09:30,-144.1590686
06/03/2019 09:40,-65.9204379
06/03/2019 09:50,2.230127473
06/03/2019 10:00,264.5673016
06/03/2019 10:10,124.0583558
06/03/2019 10:20,-42.04251882
06/03/2019 10:30,-97.61680047
06/03/2019 10:40,9.224672832
06/03/2019 10:50,-130.0479462
06/03/2019 11:00,74.7691947
06/03/2019 11:10,122.2298514
06/03/2019 11:20,83.08694037
06/03/2019 11:30,-74.06501578
06/03/2019 11:40,-137.5906857
06/03/2019 11:50,0.433002939
06/03/2019 12:00,-46.22828871
06/03/2019 12:10,45.73982303
06/03/2019 12:20,-180.3314164
06/03/2019 12:30,47.5306499
06/03/2019 12:40,127.2220079
06/03/2019 12:50,64.61688443
06/03/2019 13:00,5.117329104
06/03/2019 13:10,7.663832065
06/03/2019 13:20,11.6201796
06/03/2019 13:30,-90.99969357
06/03/2019 13:40,-117.0044258
06/03/2019 13:50,-195.5414909
06/03/2019 14:00,90.76382372
06/03/2019 14:10,-117.399411
06/03/2019 14:20,17.03732824
06/03/2019 14:30,15.84129176
06/03/2019 14:40,17.12927588
